Sektor;Jednostka;Rok;Kwartal;Wartosc
Przeciętne miesięczne wynagrodzenie realne brutto w gospodarce narodowej;okres poprzedni=100;2022;1;100,4
Przeciętne miesięczne wynagrodzenie realne brutto w gospodarce narodowej;okres poprzedni=100;2022;2;93,3
Przeciętne miesięczne wynagrodzenie realne brutto w gospodarce narodowej;okres poprzedni=100;2022;3;102,2
Przeciętne miesięczne wynagrodzenie realne brutto w gospodarce narodowej;okres poprzedni=100;2022;4;100,3
Przeciętne miesięczne wynagrodzenie realne brutto w gospodarce narodowej;okres poprzedni=100;2023;1;101,6
Przeciętne miesięczne wynagrodzenie realne brutto w gospodarce narodowej;okres poprzedni=100;2023;2;96,5
Przeciętne miesięczne wynagrodzenie realne brutto w gospodarce narodowej;okres poprzedni=100;2023;3;102,9
Przeciętne miesięczne wynagrodzenie realne brutto w gospodarce narodowej;okres poprzedni=100;2023;4;104,2
Przeciętne miesięczne wynagrodzenie realne brutto w gospodarce narodowej;okres poprzedni=100;2024;1;107,1
Przeciętne miesięczne wynagrodzenie realne brutto w gospodarce narodowej;okres poprzedni=100;2024;2;97,3
Przeciętne miesięczne wynagrodzenie realne brutto w gospodarce narodowej;okres poprzedni=100;2024;3;100,0
Przeciętne miesięczne wynagrodzenie realne brutto w gospodarce narodowej;okres poprzedni=100;2024;4;103,2
Przeciętne miesięczne wynagrodzenie realne brutto w gospodarce narodowej;okres poprzedni=100;2025;1;104,2
Przeciętne miesięczne wynagrodzenie realne brutto w gospodarce narodowej;okres poprzedni=100;2025;2;97,1
Przeciętne miesięczne wynagrodzenie realne brutto w gospodarce narodowej;okres poprzedni=100;2025;3;100,0
Przeciętne miesięczne wynagrodzenie realne brutto w gospodarce narodowej;okres poprzedni=100;2025;4;104,7
Przeciętne miesięczne wynagrodzenie realne brutto w gospodarce narodowej;okres poprzedni=100;2026;1;
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2000;1;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2000;2;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2000;3;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2000;4;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2001;1;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2001;2;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2001;3;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2001;4;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2002;1;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2002;2;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2002;3;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2002;4;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2003;1;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2003;2;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2003;3;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2003;4;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2004;1;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2004;2;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2004;3;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2004;4;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2005;1;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2005;2;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2005;3;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2005;4;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2006;1;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2006;2;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2006;3;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2006;4;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2007;1;105,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2007;2;106,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2007;3;108,2
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2007;4;106,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2008;1;107,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2008;2;107,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2008;3;105,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2008;4;103,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2009;1;103,2
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2009;2;100,2
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2009;3;100,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2009;4;100,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2010;1;99,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2010;2;101,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2010;3;99,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2010;4;101,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2011;1;100,4
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2011;2;100,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2011;3;102,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2011;4;100,2
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2012;1;101,3
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2012;2;99,1
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2012;3;99,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2012;4;100,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2013;1;100,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2013;2;102,4
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2013;3;102,3
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2013;4;102,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2014;1;103,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2014;2;103,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2014;3;103,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2014;4;104,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2015;1;105,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2015;2;104,1
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2015;3;104,4
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2015;4;104,2
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2016;1;104,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2016;2;105,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2016;3;105,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2016;4;102,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2017;1;102,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2017;2;103,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2017;3;104,1
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2017;4;105,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2018;1;105,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2018;2;105,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2018;3;104,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2018;4;105,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2019;1;105,3
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2019;2;104,4
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2019;3;104,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2019;4;103,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2020;1;102,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2020;2;99,1
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2020;3;101,4
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2020;4;102,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2021;1;102,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2021;2;105,2
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2021;3;103,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2021;4;102,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2022;1;101,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2022;2;99,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2022;3;98,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2022;4;95,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2023;1;97,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2023;2;99,4
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2023;3;101,1
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2023;4;104,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2024;1;109,2
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2024;2;108,1
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2024;3;106,1
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2024;4;105,3
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2025;1;103,3
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2025;2;105,2
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2025;3;104,2
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2025;4;105,3
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2026;1;103,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2000;1;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2000;2;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2000;3;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2000;4;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2001;1;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2001;2;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2001;3;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2001;4;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2002;1;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2002;2;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2002;3;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2002;4;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2003;1;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2003;2;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2003;3;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2003;4;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2004;1;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2004;2;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2004;3;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2004;4;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2005;1;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2005;2;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2005;3;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2005;4;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2006;1;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2006;2;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2006;3;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2006;4;.
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2007;1;105,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2007;2;106,2
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2007;3;106,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2007;4;106,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2008;1;107,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2008;2;107,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2008;3;106,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2008;4;106,1
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2009;1;103,2
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2009;2;101,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2009;3;101,3
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2009;4;101,1
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2010;1;99,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2010;2;100,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2010;3;100,4
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2010;4;100,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2011;1;100,4
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2011;2;100,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2011;3;101,1
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2011;4;100,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2012;1;101,3
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2012;2;100,3
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2012;3;99,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2012;4;99,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2013;1;100,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2013;2;101,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2013;3;101,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2013;4;102,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2014;1;103,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2014;2;103,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2014;3;103,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2014;4;103,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2015;1;105,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2015;2;105,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2015;3;104,8
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2015;4;104,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2016;1;104,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2016;2;105,1
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2016;3;105,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2016;4;104,4
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2017;1;102,5
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2017;2;103,0
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2017;3;103,4
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2017;4;103,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2018;1;105,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2018;2;105,7
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2018;3;105,4
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2018;4;105,4
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2019;1;105,3
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2019;2;104,9
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2019;3;104,6
Przeciętne miesięczne wynagrodzenie realne brutto w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2019;4;104,1
