Wskaznik;Jednostka;Rok;Kwartal;Wartosc
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2012;3;-22,2
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2012;4;-34,9
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2013;1;-26,0
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2013;2;-16,9
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2013;3;-14,8
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2013;4;-26,8
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2014;1;-11,5
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2014;2;-4,5
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2014;3;-6,9
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2014;4;-18,8
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2015;1;-6,6
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2015;2;-2,0
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2015;3;-5,3
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2015;4;-16,1
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2016;1;-6,9
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2016;2;-1,4
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2016;3;-5,4
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2016;4;-17,4
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2017;1;-1,4
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2017;2;6,4
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2017;3;2,7
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2017;4;-6,7
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2018;1;5,1
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2018;2;7,3
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2018;3;4,0
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2018;4;-2,8
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2019;1;7,3
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2019;2;7,8
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2019;3;3,2
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2019;4;-4,6
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2020;1;-1,9
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2020;2;-25,9
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2020;3;-15,0
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2020;4;-22,6
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2021;1;-15,5
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2021;2;-5,5
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2021;3;-7,9
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2021;4;-15,4
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2022;1;-20,1
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2022;2;-15,5
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2022;3;-19,1
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2022;4;-23,9
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2023;1;-16,9
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2023;2;-9,7
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2023;3;-9,5
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2023;4;-13,2
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2024;1;-4,0
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2024;2;-2,7
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2024;3;-3,9
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2024;4;-10,6
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2025;1;-4,9
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2025;2;-4,7
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2025;3;-5,3
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2025;4;-10,0
Wskaźnik ogólnego klimatu koniunktury w budownictwie (w miesiącu kończącym okres);;2026;1;
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2000;1;38,0
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2000;2;28,3
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2000;3;6,2
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2000;4;-30,9
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2001;1;18,7
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2001;2;12,9
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2001;3;-3,4
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2001;4;-40,9
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2002;1;6,1
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2002;2;11,4
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2002;3;-3,6
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2002;4;-36,2
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2003;1;16,2
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2003;2;19,5
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2003;3;-4,9
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2003;4;-39,3
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2004;1;-0,3
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2004;2;16,8
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2004;3;11,7
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2004;4;-13,1
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2005;1;14,5
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2005;2;26,0
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2005;3;23,9
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2005;4;-1,3
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2006;1;21,8
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2006;2;36,3
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2006;3;35,9
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2006;4;16,2
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2007;1;33,6
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2007;2;38,1
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2007;3;32,8
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2007;4;13,7
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2008;1;32,2
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2008;2;33,0
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2008;3;23,1
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2008;4;-10,8
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2009;1;-21,8
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2009;2;-4,0
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2009;3;-3,3
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2009;4;-18,6
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2010;1;13,5
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2010;2;17,2
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2010;3;4,4
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2010;4;-28,7
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2011;1;9,9
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2011;2;15,7
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2011;3;-1,9
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2011;4;-32,1
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2012;1;0
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2012;2;-6,4
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2012;3;-21,2
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2012;4;-42,8
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2013;1;-12,5
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2013;2;-4,0
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2013;3;-8,7
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2013;4;-30,6
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2014;1;2,0
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2014;2;6,9
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2014;3;-2,7
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2014;4;-24,6
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2015;1;3,4
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2015;2;6,5
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2015;3;-3,4
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2015;4;-21,4
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2016;1;1,9
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2016;2;7,0
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2016;3;-2,7
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2016;4;-22,2
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2017;1;8,1
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2017;2;13,6
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2017;3;4,7
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2017;4;-11,5
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2018;1;10,9
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2018;2;11,0
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2018;3;4,6
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2018;4;-7,2
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2019;1;9,4
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2019;2;8,2
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2019;3;-0,2
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2019;4;-12,5
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2020;1;-5,5
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2020;2;-29,8
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2020;3;-18,4
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2020;4;-31,3
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2021;1;-13,8
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2021;2;-2,1
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2021;3;-10,0
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2021;4;-22,8
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2022;1;-26,5
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2022;2;-18,4
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2022;3;-24,7
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2022;4;-32,9
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2023;1;-17,5
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2023;2;-7,9
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2023;3;-10,4
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2023;4;-17,2
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2024;1;-1,6
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2024;2;-2,4
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2024;3;-5,5
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2024;4;-15,7
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2025;1;-2,5
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2025;2;-3,3
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2025;3;-5,7
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2025;4;-13,4
Wskaźnik prognozy ogólnej sytuacji gospodarczej w budownictwie (w miesiącu kończącym okres);;2026;1;
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2000;1;24,5
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2000;2;33,9
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2000;3;39,4
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2000;4;54,2
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2001;1;23,3
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2001;2;28,7
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2001;3;30,8
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2001;4;66,2
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2002;1;12,5
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2002;2;21,2
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2002;3;24,4
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2002;4;27,9
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2003;1;13,2
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2003;2;22,9
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2003;3;26,9
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2003;4;35,9
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2004;1;22,0
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2004;2;31,0
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2004;3;31,6
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2004;4;30,3
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2005;1;25,4
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2005;2;31,7
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2005;3;34,0
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2005;4;32,8
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2006;1;31,8
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2006;2;43,4
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2006;3;46,7
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2006;4;48,0
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2007;1;45,2
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2007;2;69,8
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2007;3;68,7
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2007;4;65,6
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2008;1;50,9
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2008;2;64,9
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2008;3;66,9
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2008;4;49,9
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2009;1;43,6
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2009;2;46,7
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2009;3;48,7
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2009;4;39,7
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2010;1;35,6
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2010;2;46,6
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2010;3;50,2
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2010;4;42,6
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2011;1;37,5
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2011;2;50,4
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2011;3;53,5
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2011;4;42,8
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2012;1;38,3
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2012;2;49,7
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2012;3;40,0
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2012;4;37,3
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2013;1;29,5
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2013;2;38,4
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2013;3;36,9
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2013;4;34,0
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2014;1;34,8
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2014;2;41,9
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2014;3;43,8
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2014;4;36,5
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2015;1;38,6
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2015;2;48,6
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2015;3;51,2
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2015;4;50,4
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2016;1;42,7
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2016;2;55,6
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2016;3;56,2
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2016;4;57,0
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2017;1;60,7
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2017;2;70,6
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2017;3;59,6
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2017;4;60,0
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2018;1;66,6
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2018;2;65,6
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2018;3;61,8
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2018;4;63,6
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2019;1;57,3
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2019;2;72,3
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2019;3;71,8
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2019;4;67,4
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2020;1;59,4
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2020;2;62,9
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2020;3;70,1
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2020;4;83,7
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2021;1;84,8
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2021;2;87,1
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2021;3;83,5
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2021;4;85,8
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2022;1;78,0
